idx,created_date,updated_date,acidity,bitterness,body,coffeeing_note,expired,flavor,param1,param2,param3,param4,param5,param6,param7,param8,result_code,result_type,sweetness,member_idx
626,2023-03-20 06:00:00.000000,2023-03-20 06:00:00.000000,4.6,5.0,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,7.6,2,3,1,1,1,1,4,1,14,향미에 가치를 두는 타입,2.9,626
627,2023-03-20 06:43:12.000000,2023-03-20 06:43:12.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,2,4,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,627
628,2023-03-20 07:26:24.000000,2023-03-20 07:26:24.000000,2.9,4.2,5.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.4,1,3,1,1,3,2,4,1,15,향미에 가치를 두는 타입,4.4,628
629,2023-03-20 08:09:36.000000,2023-03-20 08:09:36.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,2,5,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,629
630,2023-03-20 08:52:48.000000,2023-03-20 08:52:48.000000,3.3,4.0,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.5,1,4,1,1,4,2,4,1,15,향미에 가치를 두는 타입,4.2,630
631,2023-03-20 09:36:00.000000,2023-03-20 09:36:00.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,1,2,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,631
632,2023-03-20 10:19:12.000000,2023-03-20 10:19:12.000000,2.9,5.0,4.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 허브",N,8.2,1,4,2,1,1,2,2,3,14,향미에 가치를 두는 타입,4.6,632
633,2023-03-20 11:02:24.000000,2023-03-20 11:02:24.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,3,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,633
634,2023-03-20 11:45:36.000000,2023-03-20 11:45:36.000000,2.8,5.3,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,8.1,1,5,1,1,1,2,2,3,14,향미에 가치를 두는 타입,4.7,634
635,2023-03-20 12:28:48.000000,2023-03-20 12:28:48.000000,4.4,3.5,4.9,"견과류, 고소한, 중후한, 과일, 풍부한, 레몬, 오렌지, 귤, 우디",N,6.7,2,5,4,1,3,1,4,1,15,향미에 가치를 두는 타입,4.0,635
636,2023-03-20 13:12:00.000000,2023-03-20 13:12:00.000000,3.6,6.4,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,5.8,1,2,1,4,1,1,5,1,45,강하고 쓴 맛을 선호하는 타입,3.6,636
637,2023-03-20 13:55:12.000000,2023-03-20 13:55:12.000000,3.2,3.6,6.1,"견과류, 고소한, 중후한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,6.1,1,2,4,5,1,2,2,4,15,향미에 가치를 두는 타입,4.7,637
638,2023-03-20 14:38:24.000000,2023-03-20 14:38:24.000000,3.6,2.5,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,4.9,2,3,1,3,3,2,1,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.9,638
639,2023-03-20 15:21:36.000000,2023-03-20 15:21:36.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,2,3,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,639
640,2023-03-20 16:04:48.000000,2023-03-20 16:04:48.000000,3.6,6.4,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,5.8,1,4,1,4,1,1,5,1,45,강하고 쓴 맛을 선호하는 타입,3.6,640
641,2023-03-20 16:48:00.000000,2023-03-20 16:48:00.000000,4.4,3.1,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.1,2,2,1,3,3,2,4,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.5,641
642,2023-03-20 17:31:12.000000,2023-03-20 17:31:12.000000,3.6,5.3,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,2,1,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.5,642
643,2023-03-20 18:14:24.000000,2023-03-20 18:14:24.000000,1.5,2.5,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허니",N,5.8,2,2,1,5,3,2,2,5,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,643
644,2023-03-20 18:57:36.000000,2023-03-20 18:57:36.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,1,2,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,644
645,2023-03-20 19:40:48.000000,2023-03-20 19:40:48.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,1,3,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,645
646,2023-03-20 20:24:00.000000,2023-03-20 20:24:00.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,1,2,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,646
647,2023-03-20 21:07:12.000000,2023-03-20 21:07:12.000000,3.3,4.0,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.5,1,3,1,1,4,2,4,1,15,향미에 가치를 두는 타입,4.2,647
648,2023-03-20 21:50:24.000000,2023-03-20 21:50:24.000000,5.4,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.3,1,2,2,2,1,2,4,1,52,풍부하고 진한 입감을 즐기는 타입,3.3,648
649,2023-03-20 22:33:36.000000,2023-03-20 22:33:36.000000,2.6,4.0,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 플로럴",N,8.3,1,3,1,1,1,2,2,4,13,향미에 가치를 두는 타입,4.6,649
650,2023-03-20 23:16:48.000000,2023-03-20 23:16:48.000000,4.0,6.8,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 허브",N,6.5,1,2,1,4,1,1,5,3,41,강하고 쓴 맛을 선호하는 타입,4.0,650
651,2023-03-21 00:00:00.000000,2023-03-21 00:00:00.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,1,3,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,651
652,2023-03-21 00:43:12.000000,2023-03-21 00:43:12.000000,5.1,5.4,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.6,2,2,2,2,1,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.2,652
653,2023-03-21 01:26:24.000000,2023-03-21 01:26:24.000000,5.3,3.9,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,7.4,1,2,2,1,1,2,4,2,12,향미에 가치를 두는 타입,3.8,653
654,2023-03-21 02:09:36.000000,2023-03-21 02:09:36.000000,3.8,5.0,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,6.9,1,3,2,1,1,2,4,1,15,향미에 가치를 두는 타입,3.3,654
655,2023-03-21 02:52:48.000000,2023-03-21 02:52:48.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,2,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,655
656,2023-03-21 03:36:00.000000,2023-03-21 03:36:00.000000,3.6,4.9,6.7,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 플로럴",N,6.4,2,5,1,5,1,3,4,4,51,풍부하고 진한 입감을 즐기는 타입,2.6,656
657,2023-03-21 04:19:12.000000,2023-03-21 04:19:12.000000,5.7,4.2,5.1,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,6.2,1,2,2,2,1,2,4,4,12,향미에 가치를 두는 타입,3.6,657
658,2023-03-21 05:02:24.000000,2023-03-21 05:02:24.000000,4.4,6.0,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 허브",N,7.9,1,2,1,1,1,1,3,3,14,향미에 가치를 두는 타입,3.6,658
659,2023-03-21 05:45:36.000000,2023-03-21 05:45:36.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,2,2,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,659
660,2023-03-21 06:28:48.000000,2023-03-21 06:28:48.000000,3.3,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,7.1,2,2,1,1,1,3,4,1,15,향미에 가치를 두는 타입,2.4,660
661,2023-03-21 07:12:00.000000,2023-03-21 07:12:00.000000,4.2,4.6,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 우디",N,5.8,2,2,2,2,1,2,2,1,15,향미에 가치를 두는 타입,4.2,661
662,2023-03-21 07:55:12.000000,2023-03-21 07:55:12.000000,3.9,4.2,6.2,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.7,1,3,2,5,4,2,4,3,51,풍부하고 진한 입감을 즐기는 타입,4.4,662
663,2023-03-21 08:38:24.000000,2023-03-21 08:38:24.000000,2.8,4.2,6.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.4,2,3,1,5,4,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,5.3,663
664,2023-03-21 09:21:36.000000,2023-03-21 09:21:36.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,1,2,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,664
665,2023-03-21 10:04:48.000000,2023-03-21 10:04:48.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,2,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,665
666,2023-03-21 10:48:00.000000,2023-03-21 10:48:00.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,1,2,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,666
667,2023-03-21 11:31:12.000000,2023-03-21 11:31:12.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,1,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,667
668,2023-03-21 12:14:24.000000,2023-03-21 12:14:24.000000,3.1,5.4,7.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,5.7,1,3,1,5,1,2,5,3,51,풍부하고 진한 입감을 즐기는 타입,4.6,668
669,2023-03-21 12:57:36.000000,2023-03-21 12:57:36.000000,3.9,3.6,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 시트러스",N,4.7,1,3,1,3,3,2,3,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,669
670,2023-03-21 13:40:48.000000,2023-03-21 13:40:48.000000,2.1,5.3,5.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 우디",N,4.4,2,2,1,4,3,2,1,1,45,강하고 쓴 맛을 선호하는 타입,4.9,670
671,2023-03-21 14:24:00.000000,2023-03-21 14:24:00.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,2,5,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,671
672,2023-03-21 15:07:12.000000,2023-03-21 15:07:12.000000,2.9,5.6,4.9,"카라멜, 고소한, 풍부한, 견과류, 고소한, 사과, 배, 허브",N,7.5,1,2,1,1,1,3,1,3,14,향미에 가치를 두는 타입,3.2,672
673,2023-03-21 15:50:24.000000,2023-03-21 15:50:24.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,2,3,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,673
674,2023-03-21 16:33:36.000000,2023-03-21 16:33:36.000000,2.9,4.0,5.3,"견과류, 묵직한, 스모크, 견과류, 고소한, 사과, 배, 플로럴",N,7.9,2,2,2,1,1,3,1,4,15,향미에 가치를 두는 타입,2.9,674
675,2023-03-21 17:16:48.000000,2023-03-21 17:16:48.000000,2.4,3.8,6.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 우디",N,6.4,1,3,1,1,4,2,5,1,15,향미에 가치를 두는 타입,4.9,675
676,2023-03-21 18:00:00.000000,2023-03-21 18:00:00.000000,4.6,5.7,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,8.1,2,3,2,1,1,1,3,3,14,향미에 가치를 두는 타입,3.5,676
677,2023-03-21 18:43:12.000000,2023-03-21 18:43:12.000000,3.1,7.5,5.6,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 우디",N,4.7,2,3,1,4,1,2,3,1,45,강하고 쓴 맛을 선호하는 타입,3.8,677
678,2023-03-21 19:26:24.000000,2023-03-21 19:26:24.000000,3.3,2.5,6.7,"견과류, 묵직한, 스모크, 과일, 풍부한, 망고, 바나나, 파인애플, 플로럴",N,6.5,1,3,2,5,3,1,5,4,51,풍부하고 진한 입감을 즐기는 타입,4.7,678
679,2023-03-21 20:09:36.000000,2023-03-21 20:09:36.000000,3.3,2.5,6.7,"견과류, 묵직한, 스모크, 과일, 풍부한, 망고, 바나나, 파인애플, 플로럴",N,6.5,2,2,2,5,3,1,5,4,51,풍부하고 진한 입감을 즐기는 타입,4.7,679
680,2023-03-21 20:52:48.000000,2023-03-21 20:52:48.000000,7.9,3.6,4.6,"견과류, 묵직한, 스모크, 과일, 풍부한, 레몬, 오렌지, 귤, 시트러스",N,6.5,1,2,2,2,1,1,4,2,21,상쾌하고 산미가 강조된 맛을 좋아하는 타입,3.2,680
681,2023-03-21 21:36:00.000000,2023-03-21 21:36:00.000000,3.8,6.1,4.7,"카라멜, 고소한, 풍부한, 과일, 풍부한, 사과, 배, 우디",N,5.7,1,3,1,4,1,1,1,1,41,강하고 쓴 맛을 선호하는 타입,3.3,681
682,2023-03-21 22:19:12.000000,2023-03-21 22:19:12.000000,2.8,2.6,5.4,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 플로럴",N,7.5,2,2,2,1,4,2,5,4,15,향미에 가치를 두는 타입,5.0,682
683,2023-03-21 23:02:24.000000,2023-03-21 23:02:24.000000,3.1,4.3,5.3,"견과류, 묵직한, 스모크, 초코, 부드러운, 베리, 커런트, 허니",N,7.1,2,2,2,1,1,2,3,5,15,향미에 가치를 두는 타입,5.1,683
684,2023-03-21 23:45:36.000000,2023-03-21 23:45:36.000000,5.1,3.6,5.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 시트러스",N,6.2,2,3,1,3,1,1,5,2,13,향미에 가치를 두는 타입,5.7,684
685,2023-03-22 00:28:48.000000,2023-03-22 00:28:48.000000,5.7,4.2,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.8,2,3,2,1,1,1,3,2,12,향미에 가치를 두는 타입,3.5,685
686,2023-03-22 01:12:00.000000,2023-03-22 01:12:00.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,2,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,686
687,2023-03-22 01:55:12.000000,2023-03-22 01:55:12.000000,3.6,6.9,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,5.1,2,2,1,4,1,2,4,1,45,강하고 쓴 맛을 선호하는 타입,3.5,687
688,2023-03-22 02:38:24.000000,2023-03-22 02:38:24.000000,3.9,4.6,4.0,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,6.0,1,2,2,3,3,1,3,3,31,달콤하고 즐거운 맛을 즐기는 타입,6.1,688
689,2023-03-22 03:21:36.000000,2023-03-22 03:21:36.000000,3.6,4.7,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,7.5,1,2,1,1,1,1,5,1,15,향미에 가치를 두는 타입,3.6,689
690,2023-03-22 04:04:48.000000,2023-03-22 04:04:48.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,2,4,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,690
691,2023-03-22 04:48:00.000000,2023-03-22 04:48:00.000000,2.8,6.2,6.0,"카라멜, 고소한, 풍부한, 견과류, 고소한, 베리, 커런트, 우디",N,6.7,2,2,1,1,1,3,3,1,14,향미에 가치를 두는 타입,2.6,691
692,2023-03-22 05:31:12.000000,2023-03-22 05:31:12.000000,3.1,5.4,5.7,"카라멜, 고소한, 풍부한, 초코, 부드러운, 망고, 바나나, 파인애플, 허브",N,7.4,2,3,1,1,1,2,5,3,15,향미에 가치를 두는 타입,4.6,692
693,2023-03-22 06:14:24.000000,2023-03-22 06:14:24.000000,3.9,5.4,7.4,"과일, 초코, 균형있는, 초코, 부드러운, 베리, 커런트, 우디",N,4.6,2,3,3,5,1,2,3,1,54,풍부하고 진한 입감을 즐기는 타입,4.3,693
694,2023-03-22 06:57:36.000000,2023-03-22 06:57:36.000000,5.6,4.4,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 시트러스",N,7.6,1,4,1,1,1,1,3,2,12,향미에 가치를 두는 타입,3.6,694
695,2023-03-22 07:40:48.000000,2023-03-22 07:40:48.000000,3.6,2.5,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 망고, 바나나, 파인애플, 시트러스",N,5.1,2,5,2,3,3,2,5,2,35,달콤하고 즐거운 맛을 즐기는 타입,7.1,695
696,2023-03-22 08:24:00.000000,2023-03-22 08:24:00.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,2,3,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,696
697,2023-03-22 09:07:12.000000,2023-03-22 09:07:12.000000,3.6,6.4,6.0,"카라멜, 고소한, 풍부한, 과일, 풍부한, 망고, 바나나, 파인애플, 우디",N,5.8,1,3,1,4,1,1,5,1,45,강하고 쓴 맛을 선호하는 타입,3.6,697
698,2023-03-22 09:50:24.000000,2023-03-22 09:50:24.000000,5.3,3.9,6.9,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,5.7,2,2,2,5,1,2,4,2,51,풍부하고 진한 입감을 즐기는 타입,3.8,698
699,2023-03-22 10:33:36.000000,2023-03-22 10:33:36.000000,2.1,3.2,6.1,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 플로럴",N,6.0,1,3,2,3,3,3,5,4,51,풍부하고 진한 입감을 즐기는 타입,5.8,699
700,2023-03-22 11:16:48.000000,2023-03-22 11:16:48.000000,4.2,4.6,5.8,"견과류, 묵직한, 스모크, 초코, 부드러운, 체리, 복숭아, 우디",N,5.8,1,2,2,2,1,2,2,1,15,향미에 가치를 두는 타입,4.2,700
701,2023-03-22 12:00:00.000000,2023-03-22 12:00:00.000000,3.6,3.3,5.0,"과일, 초코, 균형있는, 과일, 풍부한, 체리, 복숭아, 우디",N,5.8,2,2,3,3,2,1,2,1,31,달콤하고 즐거운 맛을 즐기는 타입,6.4,701
702,2023-03-22 12:43:12.000000,2023-03-22 12:43:12.000000,4.2,4.9,7.6,"견과류, 고소한, 중후한, 초코, 부드러운, 레몬, 오렌지, 귤, 우디",N,4.6,2,2,4,5,1,2,4,1,54,풍부하고 진한 입감을 즐기는 타입,3.6,702
703,2023-03-22 13:26:24.000000,2023-03-22 13:26:24.000000,3.2,3.3,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 플로럴",N,7.4,1,2,1,1,3,2,4,4,13,향미에 가치를 두는 타입,4.7,703
704,2023-03-22 14:09:36.000000,2023-03-22 14:09:36.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,2,4,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,704
705,2023-03-22 14:52:48.000000,2023-03-22 14:52:48.000000,5.0,5.7,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,5.4,2,2,1,2,1,3,4,1,54,풍부하고 진한 입감을 즐기는 타입,2.4,705
706,2023-03-22 15:36:00.000000,2023-03-22 15:36:00.000000,3.8,7.8,5.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 레몬, 오렌지, 귤, 허브",N,6.1,1,2,1,4,1,3,4,3,41,강하고 쓴 맛을 선호하는 타입,2.8,706
707,2023-03-22 16:19:12.000000,2023-03-22 16:19:12.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,2,3,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,707
708,2023-03-22 17:02:24.000000,2023-03-22 17:02:24.000000,3.8,6.1,4.0,"카라멜, 고소한, 풍부한, 초코, 부드러운, 레몬, 오렌지, 귤, 허브",N,5.6,1,2,1,4,4,2,4,3,41,강하고 쓴 맛을 선호하는 타입,4.6,708
709,2023-03-22 17:45:36.000000,2023-03-22 17:45:36.000000,4.3,3.6,4.4,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 시트러스",N,6.9,2,2,1,1,1,2,1,2,15,향미에 가치를 두는 타입,4.3,709
710,2023-03-22 18:28:48.000000,2023-03-22 18:28:48.000000,3.1,3.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 사과, 배, 플로럴",N,7.5,1,2,1,1,1,2,1,4,15,향미에 가치를 두는 타입,4.2,710
711,2023-03-22 19:12:00.000000,2023-03-22 19:12:00.000000,2.8,5.8,6.1,"카라멜, 고소한, 풍부한, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,7.6,2,2,1,1,1,3,5,3,15,향미에 가치를 두는 타입,3.5,711
712,2023-03-22 19:55:12.000000,2023-03-22 19:55:12.000000,2.4,4.4,4.6,"카라멜, 고소한, 풍부한, 견과류, 고소한, 체리, 복숭아, 플로럴",N,8.6,1,3,1,1,1,3,2,4,15,향미에 가치를 두는 타입,3.5,712
713,2023-03-22 20:38:24.000000,2023-03-22 20:38:24.000000,4.6,5.7,4.4,"견과류, 묵직한, 스모크, 과일, 풍부한, 베리, 커런트, 허브",N,8.1,1,3,2,1,1,1,3,3,14,향미에 가치를 두는 타입,3.5,713
714,2023-03-22 21:21:36.000000,2023-03-22 21:21:36.000000,2.8,6.9,4.3,"카라멜, 고소한, 풍부한, 초코, 부드러운, 체리, 복숭아, 허브",N,6.4,2,3,1,4,1,2,2,3,41,강하고 쓴 맛을 선호하는 타입,4.7,714
715,2023-03-22 22:04:48.000000,2023-03-22 22:04:48.000000,4.4,6.0,3.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 베리, 커런트, 허브",N,7.9,1,4,1,1,1,1,3,3,14,향미에 가치를 두는 타입,3.6,715
716,2023-03-22 22:48:00.000000,2023-03-22 22:48:00.000000,4.6,5.6,6.7,"견과류, 묵직한, 스모크, 견과류, 고소한, 망고, 바나나, 파인애플, 허브",N,6.1,2,4,2,2,1,3,5,3,51,풍부하고 진한 입감을 즐기는 타입,3.3,716
717,2023-03-22 23:31:12.000000,2023-03-22 23:31:12.000000,2.9,4.6,6.9,"견과류, 묵직한, 스모크, 견과류, 고소한, 레몬, 오렌지, 귤, 우디",N,6.7,2,2,2,1,2,3,4,1,51,풍부하고 진한 입감을 즐기는 타입,2.6,717
718,2023-03-23 00:14:24.000000,2023-03-23 00:14:24.000000,4.2,2.4,4.9,"카라멜, 고소한, 풍부한, 과일, 풍부한, 체리, 복숭아, 시트러스",N,6.5,1,3,1,5,3,1,2,2,13,향미에 가치를 두는 타입,5.1,718
719,2023-03-23 00:57:36.000000,2023-03-23 00:57:36.000000,3.9,3.6,4.2,"카라멜, 고소한, 풍부한, 초코, 부드러운, 베리, 커런트, 시트러스",N,4.7,2,2,1,3,3,2,3,2,31,달콤하고 즐거운 맛을 즐기는 타입,6.8,719
720,2023-03-23 01:40:48.000000,2023-03-23 01:40:48.000000,4.7,3.1,5.6,"견과류, 묵직한, 스모크, 초코, 부드러운, 레몬, 오렌지, 귤, 시트러스",N,6.8,1,4,2,1,2,2,4,2,15,향미에 가치를 두는 타입,4.2,720
